2;0.0694;333.6153;30.0217;0.1165;386.5698;22.4002;0.7202;417.7311;19.5363;0.2386;459.6784;20.9893;0.0977;486.4921;18.5100;0.0960;530.1231;16.0262;0.1011;562.0950;15.8709;1.0042;618.5606;23.4884;-0.0573;638.4667;32.5613;0.2957;660.3335;26.8223;0.6406;723.4351;16.3774;0.5014;751.3230;24.4300;0.2550;790.4128;25.6679;0.1823;826.5051;25.6089;0.2363;865.1330;8.2798;0.1993;904.2458;21.3560;0.1948;945.4469;10.8316;0.5562;986.4572;32.9498;0.2435;1021.4489;30.6534;1.0025;1068.5017;4.5147;1.5301;1095.6688;26.3729;1.1130;1133.5102;34.7735;1.5274;1179.9831;22.9417;0.5786;1218.2118;19.7873;0.2112;1248.0891;12.0276;0.0154;1290.1735;20.9019;0.3066;1312.3664;26.1430;0.1019;1354.6878;25.2175;0.1213;1402.6250;24.9981;0.0926;1435.6056;26.5884;0.0242;1472.7270;21.2832;0.6412;1524.2067;27.8714;0.7369;1555.8887;25.2244;0.0666;1599.5305;22.8234;0.0323;1630.3823;21.5788;0.7614;1661.5506;26.9209;0.4307;1695.9573;17.2606;0.1086;1744.1539;24.7724
2;0.0809;332.8150;28.1499;0.1177;379.0848;22.5961;0.4861;417.0735;18.2999;0.1948;456.3646;19.8233;0.0881;489.5255;19.4389;0.1221;526.1606;20.5226;0.1094;563.5708;13.3026;0.5393;615.0380;22.4344;0.1842;637.1544;29.9574;0.1492;671.6894;18.2754;0.5211;725.0894;18.2770;0.3826;757.7593;29.5368;0.1051;791.5404;27.8912;0.1707;823.4226;25.1623;0.2049;864.2180;9.7765;0.1770;902.5574;18.0360;0.2295;943.5833;4.4068;0.4895;985.7866;33.9655;0.2610;1020.9035;33.3247;0.7560;1069.0752;4.8740;1.6850;1094.1763;24.4636;1.2814;1133.6747;31.4494;1.4826;1177.9543;21.6445;0.6919;1213.0543;24.7056;0.2360;1247.7024;9.3492;0.1161;1286.9289;23.6139;0.2731;1313.7646;17.8732;0.1062;1360.5455;28.8869;0.1280;1405.0699;24.0565;0.1605;1439.4223;26.7614;0.1025;1474.7586;8.2635;0.6826;1519.5508;29.3795;0.8827;1553.0104;27.5352;0.0960;1592.3017;27.2221;-0.2435;1630.1057;16.4537;0.8010;1657.5102;33.7054;0.3047;1695.3874;17.9322;0.0792;1760.7867;40.9532
2;0.0817;330.6137;29.6939;0.1359;386.2373;16.3076;0.6012;418.2487;18.4914;0.2443;458.3392;18.8967;0.1589;490.1143;14.3444;0.1265;526.5449;13.6150;0.0673;559.5932;19.5815;0.7916;619.2129;24.1315;-0.0628;635.5115;29.5379;0.2339;665.8852;28.1225;0.6375;724.7853;15.3480;0.4314;753.3014;22.3168;0.2135;790.5281;23.5594;0.1727;821.6735;14.3636;0.1660;866.3391;17.0991;0.1194;907.1054;20.9034;0.1435;949.1932;12.9462;0.4918;985.7068;29.5015;0.3045;1018.6027;24.7560;0.8454;1068.2626;3.0816;1.5434;1094.1114;25.7985;1.2088;1132.3621;31.0919;1.6589;1178.7019;22.1349;0.6875;1216.4034;20.2826;0.2906;1250.5874;11.1140;0.1818;1286.6675;17.6762;0.2961;1317.1827;15.7647;0.0938;1359.6235;21.5519;0.1409;1400.1480;18.3631;0.1629;1435.4983;23.7638;0.0537;1473.7230;22.2513;0.4412;1518.9489;29.9745;1.0278;1549.1296;33.5056;-0.0391;1587.9612;24.9924;0.1100;1624.7773;25.3697;0.8956;1656.5361;20.2458;0.7549;1689.0116;22.5481;0.1356;1746.1256;40.6386
2;0.0567;322.1548;31.2042;0.0485;376.5215;19.7568;0.0974;411.9435;23.0228;0.0431;453.9433;20.4968;0.0475;489.0490;22.4868;0.0687;529.7003;17.7618;0.0487;563.2208;14.3925;0.2646;606.0248;17.6229;0.0644;642.1528;25.5649;0.0718;671.3547;19.1327;0.4390;718.6113;14.8688;0.0428;749.5320;21.5841;0.0321;789.9035;20.7253;0.0726;823.4095;21.4786;0.0623;867.1248;15.3286;0.0701;906.5093;17.0560;0.0976;941.7540;17.0631;0.4907;990.1607;28.3599;0.1741;1012.4340;25.3036;-0.0034;1059.7042;16.3160;1.6624;1096.6827;26.4168;0.8741;1135.3622;35.6755;1.2930;1180.6106;26.4187;0.3310;1210.3659;28.0074;0.0538;1255.8650;7.7082;0.2342;1297.7729;20.4488;0.1354;1310.6107;19.6889;0.0279;1357.8407;24.6962;0.0647;1392.1587;20.8732;0.1217;1431.5679;11.6125;0.0682;1461.8378;14.9549;0.3105;1523.4785;27.3943;0.8794;1540.2961;32.4421;-0.0131;1587.1621;20.5322;0.1215;1626.8968;18.8967;0.7032;1652.3406;16.4950;0.9626;1681.9169;28.5203;0.0550;1745.8435;34.3943
2;0.0541;333.6242;28.9029;0.0443;378.0819;22.0951;0.1036;410.5532;26.8124;0.0821;456.6856;23.5619;0.0496;491.4177;26.3125;0.1079;530.8737;10.4727;0.0600;559.5063;17.3491;0.2261;603.7735;16.4022;0.0844;634.1465;22.5378;0.0968;673.9124;19.0312;0.4925;719.6650;14.2790;0.0622;752.3926;13.7869;0.0585;793.9758;21.9698;0.0685;824.2740;21.7470;0.0530;864.8756;21.8955;0.0759;906.1941;22.4538;0.0908;937.6352;13.9464;0.5257;993.3419;31.4508;0.0446;1011.5484;26.6619;-0.0165;1061.4226;17.1115;1.6087;1095.1453;25.8257;0.7684;1128.0810;33.6411;1.3045;1179.1382;26.6847;0.3305;1212.9537;27.5964;0.0694;1255.1834;11.4655;0.1934;1290.6138;17.1768;0.2545;1311.5985;16.0035;0.0607;1355.8368;27.0422;0.0897;1386.7009;14.5451;0.1525;1430.1399;15.1561;0.0921;1462.6952;15.4179;0.2587;1515.3790;24.8295;0.9192;1540.6227;28.0068;0.1235;1582.1578;23.7011;0.1955;1635.1286;19.4381;0.8136;1654.5375;14.7309;0.9305;1683.3013;25.8815;0.0753;1748.5629;37.7726
2;0.0699;325.4216;34.2962;0.0848;379.5648;16.3462;0.1241;415.5387;20.6346;0.0634;455.6640;18.6219;0.0874;490.4448;28.7137;0.1762;533.1233;8.9702;0.0691;562.8047;11.0748;0.2236;606.4648;18.7214;0.0703;647.1414;22.4812;0.0872;678.3093;18.8418;0.4519;720.8671;15.1099;0.0862;751.7609;10.2459;0.0874;789.4460;24.1913;0.0728;822.2185;21.9887;0.0618;863.9973;23.1351;0.0926;902.7162;23.4619;0.0982;938.1256;19.7738;0.4359;987.7301;28.2094;0.2382;1014.0761;25.8550;-0.1915;1066.1456;19.5244;1.6222;1093.5318;28.3398;0.7558;1127.7173;35.4310;1.4402;1180.4375;26.9612;0.3037;1219.3580;22.1199;0.1110;1257.5776;10.6495;0.2840;1289.7878;15.4420;0.3098;1312.8596;12.6277;0.0835;1360.2723;33.1447;0.1088;1385.2841;19.7297;0.1437;1429.7425;18.9412;0.0844;1468.1635;16.3188;0.3390;1515.6013;22.7114;0.8981;1542.8920;27.2073;0.0924;1582.2168;24.3615;0.1994;1636.1206;13.3102;1.0093;1657.1613;16.8126;0.8202;1688.8637;19.7380;0.0919;1743.8664;33.0529
2;0.0693;325.2015;32.3000;0.0447;378.5768;18.0241;0.0610;417.0483;23.1473;0.0604;450.2943;23.2149;0.0757;495.3742;27.0309;0.1573;533.7059;9.2382;0.0807;560.7438;13.9972;0.2162;605.8548;15.3647;0.0867;643.3298;27.8222;0.0515;674.6205;22.1443;0.4841;720.9660;14.1485;0.0631;757.4413;16.7154;0.0772;790.0904;21.6308;0.0798;825.1847;20.0612;0.0650;865.4809;19.9472;0.0503;908.9293;16.2810;0.0939;941.2063;14.1405;0.4941;990.5884;27.7717;0.1589;1020.6743;23.4584;-0.0433;1061.1277;21.3711;1.4901;1092.7541;23.1329;0.9833;1121.4855;32.7560;1.4056;1179.2458;27.2595;0.2724;1215.2550;20.8218;0.0843;1252.6602;7.4842;0.1837;1291.7473;20.9803;0.2466;1310.6556;16.6506;0.0492;1354.9824;27.3546;0.1618;1391.8582;27.6071;0.1544;1433.5865;13.7320;0.1087;1463.2750;14.4304;0.2561;1514.6122;28.9223;0.9419;1542.4686;29.4822;0.0737;1594.5752;26.6436;0.5501;1642.5881;14.3290;0.7317;1659.3716;9.6427;0.9325;1682.9042;25.4718;0.0682;1748.8386;33.0094
2;0.0593;336.8087;18.8610;0.0472;376.1045;16.5584;0.0546;414.7345;17.2838;0.0454;451.5066;17.3369;0.0507;489.3102;16.3261;0.0810;530.0616;16.0881;0.0295;562.7893;15.3507;0.2464;606.1166;16.9665;0.0500;640.6591;18.3688;0.2092;682.0710;18.1927;1.2167;718.5920;13.6045;0.0598;751.5988;18.6264;0.0560;790.8951;19.5486;0.0554;826.1987;17.6566;0.0750;867.4802;16.1593;0.0317;905.4648;15.8136;0.0938;944.9346;16.9313;0.3944;988.7679;25.4383;0.2818;1008.0101;20.7838;-0.0111;1060.3382;16.7338;1.7131;1092.6543;22.0836;0.8218;1124.9575;27.6899;1.1049;1178.8837;24.8980;0.3986;1210.3826;25.5583;0.0208;1247.8197;16.1896;0.2284;1295.1843;20.8057;0.2276;1310.1588;17.0511;0.0416;1363.5813;19.8777;0.0949;1394.6361;23.0153;0.0869;1435.8176;12.8328;0.0488;1472.7655;15.2836;0.2712;1519.0523;24.9129;0.8167;1541.7901;27.0475;0.0561;1585.3459;18.8791;0.0002;1628.8238;17.4773;0.9665;1658.5874;23.7166;0.5940;1691.6856;19.8387;0.0699;1742.8694;22.1454
2;0.0949;334.3462;24.0806;0.1199;376.3707;19.8202;0.1394;412.5924;19.9746;0.1270;448.0837;17.7569;0.1243;490.5247;23.9441;0.3441;533.0415;6.3800;0.1078;564.8428;18.0236;0.2402;605.2887;15.9878;0.0778;642.3254;18.5794;0.2136;685.2020;22.4948;1.0581;720.8726;13.7475;0.0937;752.6105;14.7267;0.0728;792.3306;19.6830;0.1165;827.6113;22.4194;0.1009;864.6666;21.6242;0.1180;905.8471;21.2647;0.1281;940.1023;18.6372;0.4265;985.5237;24.9289;0.3251;1014.4159;24.8409;0.0330;1056.6372;16.5044;1.4606;1090.9324;21.9531;0.7163;1124.0453;28.3959;0.8892;1179.5106;24.2753;0.3125;1208.2643;25.4879;0.0634;1248.3435;17.3686;0.2406;1295.7899;20.2031;0.1560;1310.9633;15.4651;0.0745;1365.5930;23.2533;0.1577;1388.8281;22.4708;0.2371;1433.8415;11.1390;0.1013;1467.8582;18.5566;0.3296;1514.0957;21.7919;0.8055;1541.6719;22.4366;0.1784;1580.8902;20.9283;0.3091;1637.0537;13.8451;1.1030;1656.8724;9.4227;0.7610;1679.3672;26.7373;0.1023;1743.0256;21.6602
2;0.1208;331.4713;26.2353;0.0842;381.8138;16.2006;0.0588;411.1249;18.7309;0.0944;448.8119;16.8081;0.1037;490.6019;21.7941;0.2286;531.6196;11.4920;0.0881;562.8565;15.4866;0.2846;603.9920;15.9432;0.1274;639.5540;21.0517;0.2370;682.2715;23.0482;1.1591;719.9979;13.3870;0.1118;750.1306;15.2203;0.0569;790.0923;19.8902;0.0985;824.8030;19.9540;0.0805;866.2361;18.3816;0.0921;907.9472;16.8104;0.1321;938.8989;17.2988;0.4802;987.7588;27.9706;0.2712;1014.2161;26.3565;0.0440;1056.1354;16.8085;1.5635;1091.2126;21.0886;0.8398;1121.9834;28.6817;1.0061;1178.8153;25.7500;0.3999;1211.7135;25.8149;0.0840;1252.0323;15.9022;0.2241;1293.3910;22.2798;0.2160;1312.1492;21.9315;0.0815;1360.0682;23.6441;0.2074;1388.5914;18.7179;0.2297;1431.3991;13.3606;0.1402;1473.5935;21.0769;0.3760;1519.6963;22.4651;0.7929;1543.3849;25.8567;0.1818;1588.3091;21.0012;0.2630;1634.3009;16.9901;1.0653;1656.5426;11.4746;0.8837;1683.0836;25.2437;0.1563;1743.8077;26.1722
