2;338.5792;389.4136;417.8378;462.3264;501.1172;545.8136;593.7700;618.3119;661.5639;723.1263;750.5007;793.2970;825.8914;863.9036;903.0639;956.8483;998.5510;1033.3610;1071.6111;1106.2945;1173.1986;1202.7915;1245.0573;1294.4333;1316.0932;1368.6132;1413.0196;1452.3764;1495.3631;1530.6873;1561.1547;1604.3594;1660.4176;1695.0355;1743.5884
2;333.3591;384.2771;417.0823;456.9144;507.2132;550.5493;591.1819;617.7065;664.5100;724.9056;757.2668;789.6202;822.5046;863.7611;900.9691;965.0646;999.8914;1036.9674;1086.4947;1119.2607;1174.9760;1194.0699;1245.3574;1287.4525;1312.3111;1370.6326;1414.0617;1442.3296;1485.9440;1530.2651;1560.9767;1603.3883;1655.4832;1689.2936;1773.9161
2;332.6268;387.3652;417.5350;457.8419;496.8553;540.3771;592.8988;618.6743;664.6368;723.9595;750.7010;794.4878;820.8285;869.2146;910.1550;962.0428;1000.2167;1030.4696;1087.6161;1119.7797;1176.1031;1204.1361;1256.2151;1285.7562;1316.5508;1362.1953;1406.8984;1446.1081;1495.4585;1534.9188;1565.1940;1611.1186;1656.4001;1689.7647;1743.1100
2;325.8561;384.1780;417.4781;465.1782;504.2993;542.9384;604.9548;615.0770;664.4444;718.4860;746.0639;790.8058;824.8889;868.0939;909.1465;953.3480;996.4837;1031.6536;1093.2984;1115.4627;1172.4807;1184.6280;1243.9329;1300.9901;1316.9846;1377.2719;1408.5878;1442.8205;1501.0270;1535.1924;1569.9388;1623.5233;1652.2606;1682.4487;1740.8869
2;336.6530;388.7580;422.4249;465.3550;500.5496;538.0125;602.0440;622.7548;672.0439;719.7216;751.9133;795.2484;828.1941;874.3335;917.8988;962.7212;996.8582;1030.9070;1092.8765;1116.8345;1176.5573;1191.9264;1246.7581;1296.9969;1312.0176;1374.7493;1415.9917;1440.8523;1502.3228;1536.6119;1576.3632;1623.4320;1654.4518;1685.3160;1743.6821
2;326.6524;381.5734;416.8577;464.8140;495.5281;533.3591;603.3805;612.5036;669.3821;721.0286;751.5557;791.4162;827.8700;876.0547;916.7410;957.6890;996.6359;1027.2964;1089.7680;1113.8986;1176.0020;1195.4353;1251.8489;1291.9387;1314.4036;1376.4377;1425.2525;1448.2878;1492.3331;1537.2482;1573.6393;1614.5461;1657.4353;1691.4826;1741.2963
2;323.9883;385.2283;427.1218;468.0796;500.6260;537.2798;605.7140;612.6991;660.8205;720.8821;756.3723;789.3714;827.0796;868.8833;911.6998;954.6357;995.9404;1027.5994;1090.7361;1112.0566;1175.5390;1193.7228;1254.0015;1298.3780;1309.1766;1381.3715;1413.3974;1445.6077;1502.5410;1538.8028;1570.5180;1619.2860;1657.9595;1689.5311;1744.6710
2;337.1259;384.1673;423.3786;463.4637;499.1329;538.0811;603.7684;616.8074;683.3030;718.3452;736.0550;786.5839;823.3310;869.1603;913.4877;958.5733;999.1859;1038.2429;1089.6466;1107.0630;1179.3320;1191.5196;1245.8746;1303.6835;1310.8710;1381.4434;1412.7588;1440.8820;1498.2768;1537.2905;1574.4608;1617.0146;1654.9734;1686.2201;1745.7694
2;335.0831;381.3682;418.6184;464.7192;501.5841;534.0733;599.7776;616.9197;687.7678;721.2410;750.3486;789.5338;831.4317;875.8245;918.2993;956.9260;996.9270;1039.4759;1086.8879;1106.4946;1173.1200;1185.1283;1244.0707;1302.8027;1313.0082;1383.0116;1408.8419;1432.3676;1503.5356;1538.0839;1577.1819;1643.0713;1658.1041;1667.6683;1749.5865
2;324.6047;388.2219;423.4861;462.5288;495.2027;533.9345;601.7248;624.8257;683.2829;720.4195;747.4795;780.9554;824.6810;867.6592;918.3814;965.2624;998.2029;1039.3826;1087.0073;1106.8786;1175.8225;1189.1332;1251.8982;1299.6050;1318.8592;1384.4331;1410.5942;1430.5155;1480.4065;1535.5129;1579.5565;1651.9089;1656.3347;1680.7206;1746.6304
2;333.9349;382.4224;420.8534;474.6723;500.4919;533.0775;595.4945;620.0509;685.2595;721.8452;751.0384;788.9329;827.7743;865.8199;908.4125;956.1167;998.8816;1044.7680;1087.4475;1112.3393;1176.0317;1197.3661;1244.1396;1292.2709;1313.2118;1384.1739;1406.5182;1442.6578;1512.1457;1539.8944;1575.6076;1620.7094;1658.0569;1671.1225;1747.7388
