1;338.3684;382.7308;422.6462;464.4882;499.2798;553.0727;609.5180;627.8716;659.4129;721.8574;746.2195;783.6184;836.2256;871.8922;920.2435;956.3529;988.7625;1028.9379;1078.8899;1154.8203;1175.2938;1198.0647;1242.8788;1303.0302;1316.9026;1369.2507;1400.9796;1447.9816;1482.2268;1537.2459;1563.3169;1607.0784;1656.9317;1696.3113;1738.9964
1;340.0123;382.0311;422.8161;463.4830;498.7658;552.8439;608.8831;627.7905;659.5330;721.7441;746.3892;781.9190;835.7996;872.1552;920.5640;958.1931;992.3254;1028.9421;1077.3154;1155.6502;1175.3681;1199.3985;1243.2320;1302.9522;1315.2360;1367.8256;1400.5982;1449.3261;1481.9562;1536.6118;1563.0902;1606.2157;1657.1807;1691.9099;1744.5984
1;339.4355;384.2897;422.0612;463.1421;499.0061;555.0690;609.3732;627.9759;659.7269;722.2365;745.4939;786.1060;832.9699;871.6865;919.6099;958.0226;990.4678;1028.9348;1072.2584;1154.6480;1175.3489;1195.8034;1243.3467;1302.8378;1314.7318;1367.9801;1400.6462;1448.8337;1481.8488;1536.1607;1563.2633;1606.6542;1658.7255;1696.0430;1742.4522
1;340.3166;381.7883;422.3275;463.9809;499.7568;550.9224;610.3094;627.8198;659.5681;722.5668;746.6405;783.9508;835.3260;872.4987;919.6516;956.4235;989.4593;1029.0270;1072.3216;1143.6354;1175.2553;1196.8201;1243.0585;1304.5542;1312.2170;1368.6895;1400.9691;1448.7484;1481.7347;1536.2149;1563.5693;1607.1398;1656.0394;1693.4722;1735.0051
1;339.9258;381.2297;424.1994;464.1463;500.3483;549.5237;609.9831;627.8427;659.3382;722.5104;745.9051;784.6653;834.7838;872.5783;920.3194;955.9734;991.2992;1028.7869;1073.7777;1139.1129;1175.3104;1200.6346;1243.9853;1303.9052;1313.3619;1367.4709;1400.4283;1449.7407;1481.4052;1536.1903;1563.7012;1606.4531;1655.1489;1696.1475;1738.1335
1;339.4729;381.5059;424.1198;464.1459;498.0730;552.3940;608.2312;627.7617;659.1576;721.7579;746.1425;787.0185;835.3673;871.9127;921.8199;956.6111;991.9384;1028.6823;1073.0653;1152.4238;1175.5216;1198.0002;1243.8150;1303.4399;1315.8665;1369.3119;1399.9146;1448.2489;1481.5018;1536.7836;1563.3207;1606.7946;1654.5793;1693.4588;1740.9934
1;339.9892;381.6254;423.1346;464.5117;499.6405;552.9508;608.8385;627.8095;659.4810;722.4198;745.4735;786.9913;834.7247;871.7608;917.2515;956.9025;990.2949;1029.8664;1075.4234;1155.0925;1175.8563;1211.8767;1244.2246;1302.8683;1317.1960;1369.2546;1400.5408;1451.5938;1481.5830;1535.8674;1562.8504;1606.5617;1655.7027;1695.8262;1735.0210
1;339.6213;383.4260;422.3842;464.1893;500.0992;552.8330;609.5164;627.8344;659.5036;721.8125;745.0631;786.0254;833.3108;871.1448;918.0937;956.7055;989.6557;1029.9059;1071.8473;1153.4102;1175.7837;1213.2822;1243.5612;1302.5655;1316.2281;1369.0469;1400.3258;1451.0991;1481.5946;1535.8284;1562.9724;1606.9688;1653.5568;1696.0308;1742.9272
1;339.8012;382.2569;421.0681;462.1655;498.9405;550.9268;609.4002;627.9047;659.7496;723.2326;746.8797;784.9126;833.1225;872.3385;918.9496;957.8822;991.6889;1029.8328;1069.9645;1155.0129;1175.8139;1211.0614;1243.8328;1302.4053;1315.8968;1367.9351;1400.6868;1447.8111;1481.6045;1537.6305;1562.9934;1606.7629;1655.7362;1692.5457;1747.8121
1;338.7497;383.3585;422.1789;463.8249;497.4722;553.7845;610.1229;628.0560;659.8363;722.5874;746.3258;785.5331;834.1003;871.1975;921.3237;957.8573;992.2786;1029.4936;1066.5120;1153.2162;1175.7785;1215.8099;1243.8217;1301.2883;1316.3739;1370.8969;1400.5192;1451.0727;1481.7274;1536.0355;1562.8548;1607.1657;1653.5164;1692.4224;1742.5209
