x_albumin_before_hydrolysis_RandomForest,y_albumin_before_hydrolysis_RandomForest,x_albumin_after_hydrolysis_RandomForest,y_albumin_after_hydrolysis_RandomForest,x_fibrinogen_before_hydrolysis_RandomForest,y_fibrinogen_before_hydrolysis_RandomForest,x_fibrinogen_after_hydrolysis_RandomForest,y_fibrinogen_after_hydrolysis_RandomForest,x_fibrinogen&albumin_before_hydrolysis_RandomForest,y_fibrinogen&albumin_before_hydrolysis_RandomForest,x_fibrinogen&albumin_after_hydrolysis_RandomForest,y_fibrinogen&albumin_after_hydrolysis_RandomForest
,,,,51.0,0.9852445407201963,51.0,0.9896661102250984,51,0.9564015684089746,51.0,0.9931334183411745
,,,,52.0,0.9820507912294051,52.0,0.987261719982622,52,0.9655402039461239,52.0,0.9902339655032791
,,,,53.0,0.9884033680323961,53.0,0.9839329665852942,53,0.9713495295781964,53.0,0.9950802933259074
,,,,54.0,0.9859520351973017,54.0,0.9861304685875266,54,0.9719368539862078,54.0,0.9892344896687371
,,,,55.0,0.9813694448784699,55.0,0.9942423890260512,55,0.9665305337124441,55.0,0.9901582147022215
,,,,56.0,0.9828815661452118,56.0,0.988485828142742,56,0.9584333699589915,56.0,0.9901762498869301
,,,,57.0,0.9790040467254918,57.0,0.9849588861278816,57,0.9657960921354388,57.0,0.9921540055955996
,,,,58.0,0.9882937609450991,58.0,0.9873652554193868,58,0.9711140766457278,58.0,0.9960659622896834
,,,,59.0,0.9821601486135548,59.0,0.9873205635617643,59,0.9680638179597332,59.0,0.9941032625069185
,,,,60.0,0.9860573507804037,60.0,0.9874016452270761,60,0.9608750073512919,60.0,0.9941232547914203
,,,,61.0,0.9859734791720435,61.0,0.9860597048961545,61,0.9684235845560379,61.0,0.9950493517744979
,,,,62.0,0.9906476744057912,62.0,0.9781172682534599,62,0.9707623276765935,62.0,0.9852388620504563
,,,,63.0,0.9807036868084429,63.0,0.987400486165492,63,0.9623989445928474,63.0,0.9911886929156457
,,,,64.0,0.9789784449298274,64.0,0.9826760704176941,64,0.9699441370690944,64.0,0.9921099043906062
,,,,65.0,0.9844586517682491,65.0,0.9839784033516585,65,0.9627346923503723,65.0,0.9940912528200846
,,,,66.0,0.9767510802527228,66.0,0.9851150038533393,66,0.9660057181467993,66.0,0.9931431356482464
,,,,67.0,0.9782007545594934,67.0,0.9770331512063855,67,0.960786477570234,67.0,0.9901850495946338
,,,,68.0,0.9759402696975714,68.0,0.984951104789561,68,0.9721014702995103,68.0,0.9931355679003785
,,,,69.0,0.9813633654801005,69.0,0.9815875710845806,69,0.9666943148898062,69.0,0.989228365082474
,,,,70.0,0.98216448310771,70.0,0.9907249004938443,70,0.9691344801408079,70.0,0.9911941111043098
,,,,71.0,0.9812860803848493,71.0,0.982699424533528,71,0.972375098620014,71.0,0.989203487289855
,,,,72.0,0.9827680565954783,72.0,0.9793444557627102,72,0.9717243051457316,72.0,0.993991150716297
,,,,73.0,0.9836177712008967,73.0,0.9896357280641702,73,0.9704673502017197,73.0,0.9921408459420156
,,,,74.0,0.9891252251733025,74.0,0.9872874661049243,74,0.9622258588652578,74.0,0.9891970274236233
,,,,75.0,0.97594936358282,75.0,0.9827619216446953,75,0.9677510627111365,75.0,0.9951136776313754
,,,,76.0,0.9829116532706699,76.0,0.9839156802491897,76,0.9709231522840834,76.0,0.991065156180844
,,,,77.0,0.9798186105335801,77.0,0.9724849902644196,77,0.9616786408368415,77.0,0.9931355679003785
,,,,78.0,0.9852381444153548,78.0,0.9813892323481076,78,0.9631486342263447,78.0,0.9950913034202876
,,,,79.0,0.9853257150332143,79.0,0.9884343129461562,79,0.9756174334227119,79.0,0.9930870060140605
,,,,80.0,0.9804817348980075,80.0,0.9815830352101561,80,0.9739549463556574,80.0,0.9940991558479214
,,,,81.0,0.9806558343310701,81.0,0.9850284143792822,81,0.9605502078438087,81.0,0.9900794872170681
,,,,82.0,0.9744144272616595,82.0,0.9769432721794985,82,0.9655691465089132,82.0,0.9892293225898137
,,,,83.0,0.9821598286690377,83.0,0.9826546727758635,83,0.9720220478110793,83.0,0.9921209144849864
,,,,84.0,0.9797581920572603,84.0,0.9825406529063467,84,0.969664275301894,84.0,0.9950748330521293
,,,,85.0,0.9868097392411949,85.0,0.9791991164782884,85,0.9605994256813453,85.0,0.9911820826751173
,,,,86.0,0.9725388598867907,86.0,0.9804326669427464,86,0.9675844901153466,86.0,0.9910993683539082
,,,,87.0,0.9828687783203834,87.0,0.9756730278199924,87,0.9720317541424802,87.0,0.9951082173575972
,,,,88.0,0.9750801124454779,88.0,0.9781079256137073,88,0.9646562745722153,88.0,0.9961062500305344
,,,,89.0,0.9790119248145499,89.0,0.9790375495717956,89,0.9645065067120522,89.0,0.9871734293637866
,,,,90.0,0.9679992015659103,90.0,0.9791403786975943,90,0.9678832691941374,90.0,0.9901861387339115
,,,,91.0,0.9742918427479604,91.0,0.9824073268041538,91,0.9671175150573845,91.0,0.991164169145354
,,,,92.0,0.9712102363236608,92.0,0.9790062902069455,92,0.969776086128628,92.0,0.9921540055955996
,,,,93.0,0.977370315128308,93.0,0.9708743714089092,93,0.970389555256528,93.0,0.9891483270710324
,,,,94.0,0.9774670102209569,94.0,0.9768833890277184,94,0.9690600136211216,94.0,0.9922027916795537
,,,,95.0,0.9775770511255036,95.0,0.9737804920869549,95,0.9694255417414909,95.0,0.9900615736873047
,,,,96.0,0.9837452522528549,96.0,0.9663174073366649,96,0.958274385343464,96.0,0.9855598700627941
,,,,97.0,0.9674631643352489,97.0,0.9721536055824143,97,0.9561144630566996,97.0,0.9880219867908387
,,,,98.0,0.9681170123247782,98.0,0.9651503879675545,98,0.9725627727694579,98.0,0.9882458031852416
,,,,99.0,0.9789398981565032,99.0,0.973018474101072,99,0.9725223048760283,99.0,0.9921319245793666
,,,,100.0,0.9736254342503383,100.0,0.954771227543533,100,0.9547518394734587,100.0,0.9890979249122892
,,,,101.0,0.9798895421004894,101.0,0.9686898518999233,101,0.9667178758957095,101.0,0.9891980270160768
,,,,102.0,0.978316773254609,102.0,0.9676475453488577,102,0.9681208018729643,102.0,0.9902016703370887
,,,,103.0,0.9758980413272279,103.0,0.9804635086266722,103,0.9703968042708122,103.0,0.987205912767624
,,,,104.0,0.972044155120508,104.0,0.9724127769145855,104,0.9645239748489468,104.0,0.9851308079993829
,,,,105.0,0.9743791300901617,105.0,0.9683053718464762,105,0.9695672886925206,105.0,0.9872631804605365
,,,,106.0,0.9734931171742337,106.0,0.9722278990900045,106,0.9676715744040233,106.0,0.9891731440361788
,,,,107.0,0.9728576707963277,107.0,0.968621116313609,107,0.9580856319322779,107.0,0.9842307555870021
,,,,108.0,0.972624397578841,108.0,0.9731894204564776,108,0.9640467120365356,108.0,0.989210158357856
,,,,109.0,0.9665110421337895,109.0,0.9581223994596985,109,0.9568751206586366,109.0,0.9891158384420525
,,,,110.0,0.97891944120573,110.0,0.9767130079266588,110,0.956787905276037,110.0,0.989206284066241
,,,,111.0,0.9790120959546915,111.0,0.9756255117805638,111,0.9564425012904305,111.0,0.9861788338122194
,,,,112.0,0.9720079818731625,112.0,0.9804048217059237,112,0.9616948676536261,112.0,0.9872751193429049
,,,,113.0,0.9743887399900997,113.0,0.956165143972362,113,0.9587014618862051,113.0,0.9872332993290533
,,,,114.0,0.9760148153277848,114.0,0.9721315022694166,114,0.953179547307928,114.0,0.9794807130720443
,,,,115.0,0.9667881871094942,115.0,0.9746974534071832,115,0.9523029731800431,115.0,0.9882361754249938
,,,,116.0,0.9664540990738896,116.0,0.9654394772405841,116,0.9540225623577594,116.0,0.9832792104377932
,,,,117.0,0.9743411173082175,117.0,0.9655279277522016,117,0.9580389566754108,117.0,0.9901988564654001
,,,,118.0,0.9681980203615923,118.0,0.9695123953652517,118,0.9562580921897867,118.0,0.9832621983776106
,,,,119.0,0.9742296292242341,119.0,0.9594730263070721,119,0.956852451518183,119.0,0.988310309593506
,,,,120.0,0.9720670377763839,120.0,0.96273282929356,120,0.9607798614998406,120.0,0.9902139919611359
,,,,121.0,0.9782271919023653,121.0,0.9723919882368567,121,0.9543273785204137,121.0,0.9815600159392741
,,,,122.0,0.9758514647530009,122.0,0.9699183638234917,122,0.9618407765258373,122.0,0.989059134141233
,,,,123.0,0.9789543877220164,123.0,0.9641348697820867,123,0.955313630171234,123.0,0.987130604532339
,,,,124.0,0.9743225803441514,124.0,0.9620307514963462,124,0.9549219291792653,124.0,0.996097731708689
,,,,125.0,0.968051536473117,125.0,0.9642650431565933,125,0.9614978721338413,125.0,0.993164449439408
,,,,126.0,0.9647981106881873,126.0,0.9722553390807369,126,0.9608713723944647,126.0,0.9871859813105949
,,,,127.0,0.9727303409485742,127.0,0.9505444582890514,127,0.9584200389012834,127.0,0.9813065069874366
,,,,128.0,0.9587954570777144,128.0,0.9629158607954404,128,0.9522539080755703,128.0,0.9951267056530214
,,,,129.0,0.9658696557492613,129.0,0.9719430093327935,129,0.9474332652130109,129.0,0.982382078879998
,,,,130.0,0.9725157013981106,130.0,0.9550591783213693,130,0.9563739352987065,130.0,0.9822993236620015
,,,,131.0,0.9659102413521006,131.0,0.9502165537087166,131,0.9723951921148314,131.0,0.9851523023419314
,,,,132.0,0.9712029824370215,132.0,0.9558282006503006,132,0.9629945232770842,132.0,0.9763982129519352
,,,,133.0,0.972752188828469,133.0,0.9487418899216371,133,0.9643741635215881,133.0,0.9840655400118513
,,,,134.0,0.9806330365737148,134.0,0.9544339229402874,134,0.9661977784291269,134.0,0.984242544095074
,,,,135.0,0.9626487315247902,135.0,0.9607806332966992,135,0.9614183748158344,135.0,0.9841763086001132
,,,,136.0,0.9813546971290079,136.0,0.9458922702923307,136,0.9549480814272073,136.0,0.9832938690966914
,,,,137.0,0.9680947403323987,137.0,0.9697462653353053,137,0.9602343634680102,137.0,0.9882484058551612
,,,,138.0,0.965053980856882,138.0,0.9538052429700189,138,0.9565352297571773,138.0,0.9911197258260569
,,,,139.0,0.9682252691707431,139.0,0.9501465809907463,139,0.9544366921279366,139.0,0.9843689776506996
,,,,140.0,0.9625381644143665,140.0,0.942686406277622,140,0.9607550029013623,140.0,0.9822498367740303
,,,,141.0,0.9759065411710469,141.0,0.9499571091978375,141,0.9551798362664637,141.0,0.9792181725278787
,,,,142.0,0.9696450476383386,142.0,0.9373937105374845,142,0.956248806797916,142.0,0.9832992616187367
,,,,143.0,0.9657827144204714,143.0,0.9534735820690432,143,0.9564798478963029,143.0,0.9852381067334085
,,,,144.0,0.9720762420076293,144.0,0.9533194857413979,144,0.9536761711811798,144.0,0.9851530562012403
,,,,145.0,0.9759811055258792,145.0,0.9479717471011176,145,0.9594570224326054,145.0,0.9833334737918009
,,,,146.0,0.9650278575508627,146.0,0.9574017933205426,146,0.9583815063680129,146.0,0.9892340025421698
,,,,147.0,0.9775671145497898,147.0,0.9616561703691298,147,0.960686588563545,147.0,0.984315165736323
,,,,148.0,0.9661220667293581,148.0,0.9533000447740151,148,0.9591991312315185,148.0,0.9853358541911542
,,,,149.0,0.96346818780594,149.0,0.9490138389618571,149,0.9661224053078573,149.0,0.9862821038100231
,,,,150.0,0.9758675308735604,150.0,0.9533213623385065,150,0.9607477455328572,150.0,0.9772281784282723
,,,,151.0,0.9767083721192288,151.0,0.9455135333179367,151,0.9580372166822234,151.0,0.9851628876095189
,,,,152.0,0.9672921329251469,152.0,0.947817151303608,152,0.9588004480346215,152.0,0.9892167934178107
,,,,153.0,0.9690232815374473,153.0,0.9533392980899821,153,0.9550965035743264,153.0,0.995123688133302
,,,,154.0,0.9767394116455194,154.0,0.9537573258006671,154,0.9578464572901887,154.0,0.9822715412392425
,,,,155.0,0.9713122590707731,155.0,0.9457435909093485,155,0.9500230837180355,155.0,0.98330423287278
,,,,156.0,0.9642147430756947,156.0,0.9389410246937439,156,0.9561629765520396,156.0,0.9821407318824584
,,,,157.0,0.9556210626227464,157.0,0.9494623320373188,157,0.9589787862028003,157.0,0.9842975874865286
,,,,158.0,0.9626436478224208,158.0,0.9483549102571346,158,0.9682026301049317,158.0,0.9782703874693226
,,,,159.0,0.9673215517247074,159.0,0.9454175140636994,159,0.9564868158733107,159.0,0.9843384322067317
,,,,160.0,0.963392212312176,160.0,0.9456549334641429,160,0.950156631568861,160.0,0.9824033389619968
,,,,161.0,0.9735245588556122,161.0,0.9306871649433293,161,0.9507883103536625,161.0,0.9841950411709433
,,,,162.0,0.963354449294056,162.0,0.9398722096781121,162,0.9538938396386231,162.0,0.9852755976978737
,,,,163.0,0.970368721892769,163.0,0.9409461847660124,163,0.9530817164366391,163.0,0.9800587582291416
,,,,164.0,0.9697878083533161,164.0,0.9359242476424877,164,0.9507435114553542,164.0,0.9842825113605264
,,,,165.0,0.9581050928670606,165.0,0.9364282991890899,165,0.9539760461894394,165.0,0.984195206633785
,,,,166.0,0.9689059674746271,166.0,0.9336875196386117,166,0.9594038609274975,166.0,0.9872450274450811
,,,,167.0,0.9681167228430254,167.0,0.943703661958619,167,0.9585334981367974,167.0,0.9794673526669758
,,,,168.0,0.9737029409269452,168.0,0.9350954823149848,168,0.9546152062022659,168.0,0.9861654705106044
,,,,169.0,0.9720452193394835,169.0,0.9439389870709414,169,0.9521898825382257,169.0,0.9765234295132142
,,,,170.0,0.9648870199274017,170.0,0.9423868471464316,170,0.9474634458097541,170.0,0.9822423584925267
,,,,171.0,0.9750114785614397,171.0,0.9368558437652498,171,0.9600298810855812,171.0,0.9872687911086112
,,,,172.0,0.966716669131217,172.0,0.9348928929589657,172,0.9377391524146935,172.0,0.9832122770834191
,,,,173.0,0.9588579440745858,173.0,0.95426193795677,173,0.9448526774570695,173.0,0.9872250658109616
,,,,174.0,0.962640094187848,174.0,0.9287516016173478,174,0.9485723642004908,174.0,0.978316193713416
,,,,175.0,0.9548955306635807,175.0,0.9397516372023167,175,0.9495208519503421,175.0,0.9744095069773481
,,,,176.0,0.969676064607306,176.0,0.9288584969800253,176,0.9466827463933266,176.0,0.9803388345163938
,,,,177.0,0.9692011058212552,177.0,0.9388973253784605,177,0.9534945306693949,177.0,0.9861108242299701
,,,,178.0,0.9713725830651483,178.0,0.9245917820527212,178,0.9490884062135548,178.0,0.9882381174362418
,,,,179.0,0.964329355885358,179.0,0.9250635877540252,179,0.9590756239219562,179.0,0.9802941434906888
,,,,180.0,0.9602280090120108,180.0,0.9458900043800796,180,0.9539180342946623,180.0,0.9842385269829008
,,,,181.0,0.9727149915810823,181.0,0.9395365382483141,181,0.9524097515583583,181.0,0.9704350397803587
,,,,182.0,0.9635064045830616,182.0,0.938715263062202,182,0.9579761463432225,182.0,0.9782985062890193
,,,,183.0,0.9736446218920825,183.0,0.9348690406327779,183,0.9569291359300452,183.0,0.9862823970048779
,,,,184.0,0.9788529621172692,184.0,0.9433287304203872,184,0.9589329758779588,184.0,0.985348430824867
,,,,185.0,0.95644347557252,185.0,0.9077947200902559,185,0.9538175583955354,185.0,0.9813233531938382
,,,,186.0,0.9665788986411816,186.0,0.9390696037866213,186,0.9442416089909005,186.0,0.9725741774945976
,,,,187.0,0.9626761318801309,187.0,0.917439021568808,187,0.9551492964181572,187.0,0.9754990527748465
,,,,188.0,0.9564999721582481,188.0,0.9142642743402322,188,0.9503093622016533,188.0,0.9726017065926099
,,,,189.0,0.9537252736402672,189.0,0.9147885032684652,189,0.931166634960291,189.0,0.9784955057615384
,,,,190.0,0.9617932374660012,190.0,0.9368891526263203,190,0.9509116040140151,190.0,0.9742064183968894
,,,,191.0,0.9603495621365074,191.0,0.939769816538151,191,0.9501215447212448,191.0,0.9802980158745734
,,,,192.0,0.9607053176502355,192.0,0.9170622613846152,192,0.9519688239385212,192.0,0.9791706632256666
,,,,193.0,0.9580374365842382,193.0,0.913361354403795,193,0.9449353708247201,193.0,0.9743169966835875
,,,,194.0,0.9510906154042738,194.0,0.9269086890747651,194,0.954853162912597,194.0,0.9694111859916565
,,,,195.0,0.958664093312523,195.0,0.9268847340570638,195,0.9436682688417601,195.0,0.9803180161438733
,,,,196.0,0.96262808090468,196.0,0.9246590730058789,196,0.9526077791673074,196.0,0.9744219666184049
,,,,197.0,0.9571301159481661,197.0,0.9198925309236992,197,0.9512833724526962,197.0,0.9724817663223558
,,,,198.0,0.965021912951184,198.0,0.9232863271599656,198,0.9486367243386483,198.0,0.978310190744235
,,,,199.0,0.9558038281307569,199.0,0.9192397937819546,199,0.9557445221591343,199.0,0.9800993468929757
,,,,200.0,0.9604366599904434,200.0,0.9148193042883681,200,0.9558027173108898,200.0,0.9754084513196701
,,,,201.0,0.9642668970707978,201.0,0.9262653411858565,201,0.9596350426188354,201.0,0.9753543730737579
,,,,202.0,0.9649228688462155,202.0,0.9286275666337083,202,0.9515294433817362,202.0,0.9752327137698911
,,,,203.0,0.963310592077054,203.0,0.9366522400730447,203,0.9409875070843671,203.0,0.9772970290880583
,,,,204.0,0.9588397206646677,204.0,0.9144534949900958,204,0.9517630633377728,204.0,0.9762452003560226
,,,,205.0,0.9649310843032224,205.0,0.9336735944969057,205,0.9495839326747274,205.0,0.9553773425618117
,,,,206.0,0.9634016359146375,206.0,0.9186563382238234,206,0.9480807185526033,206.0,0.982413437103017
,,,,207.0,0.9642484182555157,207.0,0.9209312333161469,207,0.9448110024513113,207.0,0.9793332801184912
,,,,208.0,0.9588772876468882,208.0,0.9097454439779987,208,0.9491637934499043,208.0,0.9684015027610322
,,,,209.0,0.961213136627179,209.0,0.9057909252886525,209,0.9486487390239616,209.0,0.9743316067448754
,,,,210.0,0.9577586829394644,210.0,0.9230139992391788,210,0.9428861988171413,210.0,0.9813935173309964
,,,,211.0,0.9572926602186032,211.0,0.9362577872989634,211,0.9492130526165764,211.0,0.9772330789397422
,,,,212.0,0.9664805549244391,212.0,0.8943244966388929,212,0.9501514414577313,212.0,0.9763909176920381
,,,,213.0,0.9596899338519462,213.0,0.8904161467652524,213,0.9394862777273423,213.0,0.9754936949880564
,,,,214.0,0.9582333189136364,214.0,0.8995194598101545,214,0.9436382717489825,214.0,0.9770302533104229
,,,,215.0,0.9665267014383534,215.0,0.9083464249838651,215,0.9467913390273222,215.0,0.9693241996676597
,,,,216.0,0.9565712619068222,216.0,0.9092885140409677,216,0.9494604939131945,216.0,0.9833299467027413
,,,,217.0,0.956599245160791,217.0,0.9091612881086504,217,0.9390068552036854,217.0,0.97355766732316
,,,,218.0,0.9506007843316234,218.0,0.8918356778652937,218,0.9520011588229712,218.0,0.9616199309695007
,,,,219.0,0.9427147257704105,219.0,0.9272479904542107,219,0.953519397924456,219.0,0.9754720966017537
,,,,220.0,0.9573978824092291,220.0,0.8993713050886982,220,0.9557641155090418,220.0,0.9774936365278151
,,,,221.0,0.9526086529440335,221.0,0.9210659176142063,221,0.9517299394143687,221.0,0.973548152608678
,,,,222.0,0.9516303596143005,222.0,0.9210706738362828,222,0.9442629751506918,222.0,0.9702484725459628
,,,,223.0,0.9512884877483145,223.0,0.9171218258819672,223,0.9488242325680004,223.0,0.9734760541158772
,,,,224.0,0.9422961408601166,224.0,0.88972286991924,224,0.9459805225105923,224.0,0.9633096241438057
,,,,225.0,0.9519994716429856,225.0,0.9130771253459206,225,0.9446249587976515,225.0,0.9664202861484398
,,,,226.0,0.9470445283259908,226.0,0.9211490144872234,226,0.9505884138211641,226.0,0.9684297943369985
,,,,227.0,0.9536062813511882,227.0,0.9281805021377096,227,0.943269224818584,227.0,0.9745276994473088
,,,,228.0,0.9665639667731161,228.0,0.9242033910732372,228,0.9443966701932512,228.0,0.9703144187412611
