x_albumin_before_hydrolysis_SVM,y_albumin_before_hydrolysis_SVM,x_albumin_after_hydrolysis_SVM,y_albumin_after_hydrolysis_SVM,x_fibrinogen_before_hydrolysis_SVM,y_fibrinogen_before_hydrolysis_SVM,x_fibrinogen_after_hydrolysis_SVM,y_fibrinogen_after_hydrolysis_SVM,x_fibrinogen&albumin_before_hydrolysis_SVM,y_fibrinogen&albumin_before_hydrolysis_SVM,x_fibrinogen&albumin_after_hydrolysis_SVM,y_fibrinogen&albumin_after_hydrolysis_SVM
,,,,162.0,0.9657965812080599,162.0,0.9942316844909674,162,0.9701448102249758,162.0,0.9911831535926575
,,,,163.0,0.9552230517292802,163.0,0.9919856102299326,163,0.9599259058087828,163.0,0.9931529957758765
,,,,164.0,0.9672906774844088,164.0,0.9919699008739639,164,0.9666301814359624,164.0,0.996072511702739
,,,,165.0,0.9626715703766704,165.0,0.9954076316051296,165,0.97494952641638,165.0,0.9960769723840636
,,,,166.0,0.9589824755613786,166.0,0.9954181045091088,166,0.9644984108433098,166.0,0.9931529957758765
,,,,167.0,0.9618456106748106,167.0,0.9942582303934147,167,0.9668225218511873,167.0,0.9902245584863648
,,,,168.0,0.9628386327864257,168.0,0.985067893509185,168,0.9714143370856452,168.0,0.9931369320127734
,,,,169.0,0.9548515714253778,169.0,0.988532170142798,169,0.9675016247941859,169.0,0.9941160515634936
,,,,170.0,0.9712692047827698,170.0,0.9931245385376685,170,0.9736326582124403,170.0,0.9882707800662489
,,,,171.0,0.9596163822372064,171.0,0.9954128680571193,171,0.9681092404859352,171.0,0.9970671020291639
,,,,172.0,0.9612442848269903,172.0,0.9919699008739639,172,0.9595444234121684,172.0,0.9921893470008609
,,,,173.0,0.9613420251441582,173.0,0.9942421573949466,173,0.9702692323659099,173.0,0.991203678037085
,,,,174.0,0.9664555737159936,174.0,0.9931140656336892,174,0.9707945516459087,174.0,0.990244489943394
,,,,175.0,0.9667423399397236,175.0,0.9908257361142384,175,0.9648520705224217,175.0,0.9921649548625073
,,,,176.0,0.9587349879545547,176.0,0.9873984782870519,176,0.9681778467463467,176.0,0.9912057667688163
,,,,177.0,0.9564668424070092,177.0,0.9896764063086869,177,0.9742710043464866,177.0,0.9951023135146678
,,,,178.0,0.9649913319043374,178.0,0.993129774989658,178,0.9689214793622744,178.0,0.995113323609048
,,,,179.0,0.9635471374366186,179.0,0.9919751373259534,179,0.9730522638789593,179.0,0.9931640058702567
,,,,180.0,0.9705551758227,180.0,0.9919699008739639,180,0.9606421718103155,180.0,0.9921938076821853
,,,,181.0,0.9659280642934682,181.0,0.9919646644219743,181,0.9722893090729833,181.0,0.991194756674436
,,,,182.0,0.9665756608078734,182.0,0.9942739397493834,182,0.9646886643042839,182.0,0.9892454389356446
,,,,183.0,0.9750716150556817,183.0,0.9954128680571193,183,0.9701899018354742,183.0,0.9931529957758765
,,,,184.0,0.9658908554402694,184.0,0.9908257361142384,184,0.9716308064453408,184.0,0.9921622731433777
,,,,185.0,0.960424272712768,185.0,0.9931245385376685,185,0.9646503496085789,185.0,0.9902177258554472
,,,,186.0,0.9619448812369834,186.0,0.9942687032973938,186,0.9708398877390088,186.0,0.9911831535926575
,,,,187.0,0.9613600061896707,187.0,0.988532170142798,187,0.9619543218966994,187.0,0.9911992173557606
,,,,188.0,0.960326988001168,188.0,0.9931140656336892,188,0.967298054583739,188.0,0.9931503140567468
,,,,189.0,0.9588419675916424,189.0,0.9919699008739639,189,0.9612720859796022,189.0,0.9970671020291639
,,,,190.0,0.974331719667129,190.0,0.9931193020856788,190,0.9659827937222494,190.0,0.9941342040583279
,,,,191.0,0.964227616289704,191.0,0.9942687032973938,191,0.9721604455385772,191.0,0.9951177842903726
,,,,192.0,0.9610209170902178,192.0,0.9931193020856788,192,0.959841687938162,192.0,0.9931303825997176
,,,,193.0,0.9609474135980958,193.0,0.9954128680571193,193,0.9667899778209393,193.0,0.9931550845076077
,,,,194.0,0.9586829930354569,194.0,0.9908204996622488,194,0.9647117513717073,194.0,0.9921739370526288
,,,,195.0,0.9596076005168788,195.0,0.9919751373259534,195,0.9667291857091331,195.0,0.9931330643188473
,,,,196.0,0.9601041700850746,196.0,0.990830972566228,196,0.9618919483532342,196.0,0.9931729272329055
,,,,197.0,0.9713774061036958,197.0,0.9942634668454042,197,0.9701549461136423,197.0,0.9960969038410927
,,,,198.0,0.9566488862375703,198.0,0.990830972566228,198,0.9689091821274814,198.0,0.9912102274501408
,,,,199.0,0.961026765284988,199.0,0.9931193020856788,199,0.9577074710244066,199.0,0.9902200978050403
,,,,200.0,0.9650833553711131,200.0,0.9885374065947876,200,0.9668016041927516,200.0,0.9931640058702567
,,,,201.0,0.9704772049208601,201.0,0.9908257361142384,201,0.9651901378475088,201.0,0.9951067741959922
,,,,202.0,0.9688868380227056,202.0,0.996551796364855,202,0.9625323847116568,202.0,0.9912191488127897
,,,,203.0,0.9666534988588893,203.0,0.9954181045091088,203,0.9645569993570048,203.0,0.9921512630489975
,,,,204.0,0.9573548577511191,204.0,0.9908257361142384,204,0.9634653318382642,204.0,0.9882728687979803
,,,,205.0,0.9697363079678964,205.0,0.9977116704805492,205,0.9642328684692847,205.0,0.9960879824784438
,,,,206.0,0.9562053065326169,206.0,0.9942582303934147,206,0.9701965132377715,206.0,0.9931485350945519
,,,,207.0,0.9698159425055588,207.0,0.9954128680571193,207,0.9634070920022065,207.0,0.9921893470008609
,,,,208.0,0.9625069317952264,208.0,0.9907692987983506,208,0.9688223676872806,208.0,0.9921848863195365
,,,,209.0,0.9627556609542579,209.0,0.9919646644219743,209,0.9653112330770245,209.0,0.9941231939639477
,,,,210.0,0.9627230052209509,210.0,0.9954076316051296,210,0.9665862086777147,210.0,0.9902135483919846
,,,,211.0,0.9658042187966553,211.0,0.9931245385376685,211,0.9661287884072246,211.0,0.9872690473393699
,,,,212.0,0.9604872652168458,212.0,0.996551796364855,212,0.9721452453669653,212.0,0.9931506238262833
,,,,213.0,0.9602157078803634,213.0,0.9919699008739639,213,0.9619288249603553,213.0,0.991194756674436
,,,,214.0,0.9627551807682714,214.0,0.9896815713545131,214,0.9743314185233485,214.0,0.995113323609048
,,,,215.0,0.9712991832143344,215.0,0.9896920442584922,215,0.9645825010377359,215.0,0.9931529957758763
,,,,216.0,0.9627701037400184,216.0,0.9931140656336892,216,0.9714605923320673,216.0,0.9912146881314652
,,,,217.0,0.96352520457523,217.0,0.9908100267582697,217,0.97005890838766,217.0,0.990235568580745
,,,,218.0,0.9658800207864944,218.0,0.9942634668454042,218,0.9681644307056099,218.0,0.9960879824784438
,,,,219.0,0.9666897122771819,219.0,0.9885269336908085,219,0.966791825688816,219.0,0.9882618587036
,,,,220.0,0.9688655467669954,220.0,0.988532170142798,220,0.9653584232477508,220.0,0.9951023135146678
,,,,221.0,0.9604587468440843,221.0,0.9896606255465547,221,0.9634128656436202,221.0,0.9892255074786155
,,,,222.0,0.9588693461866755,222.0,0.9908257361142384,222,0.9545759127713398,222.0,0.9882752407475733
,,,,223.0,0.9555574622116211,223.0,0.9919699008739639,223,0.9682257047017908,223.0,0.9941342040583279
,,,,224.0,0.9689897790671969,224.0,0.9873880053830726,224,0.9682051937229217,224.0,0.9912236094941141
,,,,225.0,0.9673607657236085,225.0,0.9896972807104818,225,0.962704389725357,225.0,0.9951088629277236
,,,,226.0,0.9621215914833878,226.0,0.9954076316051296,226,0.9668414643952512,226.0,0.9921848863195365
,,,,227.0,0.9666150815386367,227.0,0.9919647358281377,227,0.962037069996548,227.0,0.9950978528333434
,,,,228.0,0.9650570586409261,228.0,0.9931140656336892,228,0.9633406553394772,228.0,0.9912125993997339
,,,,229.0,0.9525187825166955,229.0,0.991980373777943,229,0.9640477428560443,229.0,0.9882100829382268
,,,,230.0,0.9603388611826335,,,230,0.9667536008234373,230.0,0.9980462215798841
,,,,231.0,0.9642271015795696,,,231,0.9675515465655116,231.0,0.9892564490300249
,,,,232.0,0.9604059995289569,,,232,0.9642156243025223,232.0,0.9892498996169691
,,,,233.0,0.9674538274548772,,,233,0.9701113075012278,233.0,0.9911902959931116
,,,,234.0,0.9525489570608442,,,234,0.9701421506235155,234.0,0.9951267056530214
,,,,235.0,0.962817978964662,,,235,0.9648520959977805,235.0,0.9941431254209768
,,,,236.0,0.965104725135109,,,236,0.9641042119572156,236.0,0.9912102274501408
,,,,237.0,0.9682022930683558,,,237,0.9680333344984922,237.0,0.9912057667688163
,,,,238.0,0.958856455946641,,,238,0.9720726814870074,238.0,0.9921738762251562
,,,,239.0,0.9603114276844923,,,239,0.9572969107102168,239.0,0.9882907723507507
,,,,240.0,0.9571331276950512,,,240,0.9586044702199285,240.0,0.9960879824784438
